INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,VEHICLE AGE,PREMIUM RATE,VEHICLE AGE BAND,LOG POLICY PREMIUM
Third Party,Car,Private,Tata,Indica,2015,2650000.0,3500.0,10,0.0013207547169811,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Starlet,1996,2800000.0,3500.0,29,0.00125,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2011,4050000.0,3500.0,14,0.0008641975308641,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Leaf,2014,4300000.0,3500.0,11,0.000813953488372,8-12 Years,8.160803920954665
Third Party,Car,Private,Perodua,Axia,2016,5795000.0,3500.0,9,0.0006039689387402,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2001,5990000.0,3500.0,24,0.000584307178631,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,1994,3000000.0,3500.0,31,0.0011666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Lancer,1979,750000.0,3500.0,46,0.0046666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Micro,Panda,2018,3750000.0,3500.0,7,0.0009333333333333,4-7 Years,8.160803920954665
Third Party,Car,Private,Honda,Grace,2017,12500000.0,3500.0,8,0.00028,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Soluna,2000,2845000.0,3500.0,25,0.0012302284710017,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,March,2008,4500000.0,3500.0,17,0.0007777777777777,13+ Years,8.160803920954665
Third Party,Car,Private,Jeep,Compass,2019,23000000.0,3500.0,6,0.0001521739130434,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2010,80000000.0,3500.0,15,4.375e-05,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2009,5575000.0,3500.0,16,0.0006278026905829,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2015,10875000.0,3500.0,10,0.0003218390804597,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Rexton,2015,13800000.0,3500.0,10,0.0002536231884057,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2013,7000000.0,3500.0,12,0.0005,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2014,3150000.0,3500.0,11,0.0011111111111111,8-12 Years,8.160803920954665
Third Party,Car,Private,Tesla,Model Y,2024,39850000.0,3500.0,1,8.782936010037641e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,MG,MG4 X,2024,19650000.0,3500.0,1,0.000178117048346,0-3 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Spacia,2017,5950000.0,3500.0,8,0.0005882352941176,8-12 Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2024,8995000.0,3500.0,1,0.0003891050583657,0-3 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,C350,2016,24500000.0,3500.0,9,0.0001428571428571,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2006,1680000.0,3500.0,19,0.0020833333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2011,2425000.0,3500.0,14,0.0014432989690721,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Insight,2011,7400000.0,3500.0,14,0.0004729729729729,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,e-tron,2024,59500000.0,3500.0,1,5.882352941176471e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,Tesla,Model 3,2024,39500000.0,3500.0,1,8.860759493670887e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2008,6650000.0,3500.0,17,0.0005263157894736,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,EQS,2024,127500000.0,3500.0,1,2.745098039215686e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,CLA45,2017,39000000.0,3500.0,8,8.974358974358975e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Volkswagen,ID,2022,25500000.0,3500.0,3,0.0001372549019607,0-3 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2015,9950000.0,3500.0,10,0.0003517587939698,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2010,8500000.0,3500.0,15,0.0004117647058823,13+ Years,8.160803920954665
Third Party,Car,Private,Ssang Yong,Korando,2014,6750000.0,3500.0,11,0.0005185185185185,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2018,14800000.0,3500.0,7,0.0002364864864864,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2004,6700000.0,3500.0,21,0.0005223880597014,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2018,9550000.0,3500.0,7,0.0003664921465968,4-7 Years,8.160803920954665
Third Party,Car,Private,Honda,CRZ,2012,6350000.0,3500.0,13,0.0005511811023622,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2017,14500000.0,3500.0,8,0.0002413793103448,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2012,8000000.0,3500.0,13,0.0004375,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Yaris,2008,6490000.0,3500.0,17,0.0005392912172573,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,W220,2001,7950000.0,3500.0,24,0.000440251572327,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,March,1996,2100000.0,3500.0,29,0.0016666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,DFSK,Glory,2018,4300000.0,3500.0,7,0.000813953488372,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,1999,3375000.0,3500.0,26,0.001037037037037,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Liana,2004,3200000.0,3500.0,21,0.00109375,13+ Years,8.160803920954665
Third Party,Car,Private,Maruti Suzuki,Alto,2006,2375000.0,3500.0,19,0.0014736842105263,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2017,6000000.0,3500.0,8,0.0005833333333333,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Carina,1991,1500000.0,3500.0,34,0.0023333333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,6875000.0,3500.0,12,0.0005090909090909,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Lancer,1981,900000.0,3500.0,44,0.0038888888888888,13+ Years,8.160803920954665
Third Party,Car,Private,Kia,Sportage,2015,13300000.0,3500.0,10,0.0002631578947368,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Panda Cross,2012,2590000.0,3500.0,13,0.0013513513513513,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,Q4,2024,46000000.0,3500.0,1,7.608695652173912e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Montero,2003,14200000.0,3500.0,22,0.0002464788732394,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2007,7950000.0,3500.0,18,0.000440251572327,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2011,2650000.0,3500.0,14,0.0013207547169811,13+ Years,8.160803920954665
Third Party,Car,Private,Kia,Sorento,2015,26300000.0,3500.0,10,0.0001330798479087,8-12 Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2024,6495000.0,3500.0,1,0.0005388760585065,0-3 Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2024,6495000.0,3500.0,1,0.0005388760585065,0-3 Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2024,6495000.0,3500.0,1,0.0005388760585065,0-3 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2015,12500000.0,3500.0,10,0.00028,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2017,6095000.0,3500.0,8,0.0005742411812961,8-12 Years,8.160803920954665
Third Party,Car,Private,Mazda,Familia,1993,1800000.0,3500.0,32,0.0019444444444444,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2015,11700000.0,3500.0,10,0.0002991452991452,8-12 Years,8.160803920954665
Third Party,Car,Private,Ford,Ranger,2018,28850000.0,3500.0,7,0.0001213171577123,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2007,6000000.0,3500.0,18,0.0005833333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2016,7790000.0,3500.0,9,0.0004492939666238,8-12 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,CLA 200,2019,30800000.0,3500.0,6,0.0001136363636363,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2015,13300000.0,3500.0,10,0.0002631578947368,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Grace,2015,11000000.0,3500.0,10,0.0003181818181818,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2018,15900000.0,3500.0,7,0.0002201257861635,4-7 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2014,10550000.0,3500.0,11,0.0003317535545023,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2017,9300000.0,3500.0,8,0.0003763440860215,8-12 Years,8.160803920954665
Third Party,Car,Private,MG,MG4,2024,19950000.0,3500.0,1,0.0001754385964912,0-3 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Hustler,2016,6100000.0,3500.0,9,0.0005737704918032,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Insight,2018,19000000.0,3500.0,7,0.0001842105263157,4-7 Years,8.160803920954665
Third Party,Car,Private,BMW,X5,2016,36290000.0,3500.0,9,9.644530173601543e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,E46,2000,5950000.0,3500.0,25,0.0005882352941176,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R Stingray,2017,7130000.0,3500.0,8,0.0004908835904628,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2014,14300000.0,3500.0,11,0.0002447552447552,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2013,13000000.0,3500.0,12,0.0002692307692307,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2015,10850000.0,3500.0,10,0.0003225806451612,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2010,4275000.0,3500.0,15,0.0008187134502923,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2011,5485000.0,3500.0,14,0.0006381039197812,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Spacia,2015,5990000.0,3500.0,10,0.000584307178631,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2010,8350000.0,3500.0,15,0.0004191616766467,13+ Years,8.160803920954665
Third Party,Car,Private,Bajaj,Qute,2018,1150000.0,3500.0,7,0.0030434782608695,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Attrage,2015,7800000.0,3500.0,10,0.0004487179487179,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2019,9975000.0,3500.0,6,0.0003508771929824,4-7 Years,8.160803920954665
Third Party,Car,Private,Micro,Panda,2013,2290000.0,3500.0,12,0.0015283842794759,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2017,9500000.0,3500.0,8,0.0003684210526315,8-12 Years,8.160803920954665
Third Party,Car,Private,Maruti Suzuki,WagonR,2008,2950000.0,3500.0,17,0.0011864406779661,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vanguard,2013,13600000.0,3500.0,12,0.0002573529411764,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Grace,2016,10500000.0,3500.0,9,0.0003333333333333,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Lancer,1976,775000.0,3500.0,49,0.004516129032258,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Grace,2014,10000000.0,3500.0,11,0.00035,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Crown,2014,37500000.0,3500.0,11,9.333333333333332e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Prado,1998,9500000.0,3500.0,27,0.0003684210526315,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2013,12500000.0,3500.0,12,0.00028,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2018,16850000.0,3500.0,7,0.0002077151335311,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Outlander,2014,15000000.0,3500.0,11,0.0002333333333333,8-12 Years,8.160803920954665
Third Party,Car,Private,Mini,Cooper,1969,1745000.0,3500.0,56,0.0020057306590257,13+ Years,8.160803920954665
Third Party,Car,Private,Bajaj,Qute,2018,1225000.0,3500.0,7,0.0028571428571428,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2001,4950000.0,3500.0,24,0.0007070707070707,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Hilux,2007,13000000.0,3500.0,18,0.0002692307692307,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,1984,825000.0,3500.0,41,0.0042424242424242,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Patrol,2013,43000000.0,3500.0,12,8.13953488372093e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,AD Wagon,1989,2100000.0,3500.0,36,0.0016666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,IST,2003,5100000.0,3500.0,22,0.0006862745098039,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Celerio,2019,6650000.0,3500.0,6,0.0005263157894736,4-7 Years,8.160803920954665
Third Party,Car,Private,Hyundai,Creta,2017,15500000.0,3500.0,8,0.0002258064516129,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,1986,1445000.0,3500.0,39,0.0024221453287197,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Estilo,2010,3390000.0,3500.0,15,0.0010324483775811,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R Stingray,2018,7350000.0,3500.0,7,0.0004761904761904,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Toyota,2000,5200000.0,3500.0,25,0.0006730769230769,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2002,5800000.0,3500.0,23,0.000603448275862,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,S500,2016,67500000.0,3500.0,9,5.185185185185185e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2008,5775000.0,3500.0,17,0.0006060606060606,13+ Years,8.160803920954665
Third Party,Car,Private,Daihatsu,Mira,2016,5900000.0,3500.0,9,0.000593220338983,8-12 Years,8.160803920954665
Third Party,Car,Private,Tata,Nano,2012,920000.0,3500.0,13,0.0038043478260869,13+ Years,8.160803920954665
Third Party,Car,Private,Perodua,Viva Elite,2012,4675000.0,3500.0,13,0.0007486631016042,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Wingroad,1997,2300000.0,3500.0,28,0.0015217391304347,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1995,1850000.0,3500.0,30,0.0018918918918918,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2014,12750000.0,3500.0,11,0.0002745098039215,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,March,1999,2990000.0,3500.0,26,0.0011705685618729,13+ Years,8.160803920954665
Third Party,Car,Private,Chevrolet,Cruze,2004,3750000.0,3500.0,21,0.0009333333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2008,2700000.0,3500.0,17,0.0012962962962962,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2015,8850000.0,3500.0,10,0.0003954802259887,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1990,1725000.0,3500.0,35,0.0020289855072463,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Wingroad,1997,2290000.0,3500.0,28,0.0015283842794759,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2013,7275000.0,3500.0,12,0.0004810996563573,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Eclipse,2018,16500000.0,3500.0,7,0.0002121212121212,4-7 Years,8.160803920954665
Third Party,Car,Private,Hyundai,Getz,2002,2975000.0,3500.0,23,0.0011764705882352,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,Q4,2024,49900000.0,3500.0,1,7.014028056112224e-05,0-3 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2016,12050000.0,3500.0,9,0.0002904564315352,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2011,2075000.0,3500.0,14,0.0016867469879518,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2007,5150000.0,3500.0,18,0.0006796116504854,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2015,3350000.0,3500.0,10,0.0010447761194029,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2003,8000000.0,3500.0,22,0.0004375,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Prado,2010,33000000.0,3500.0,15,0.0001060606060606,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2016,12000000.0,3500.0,9,0.0002916666666666,8-12 Years,8.160803920954665
Third Party,Car,Private,Ssang Yong,Korando,2015,9500000.0,3500.0,10,0.0003684210526315,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vios,2003,4850000.0,3500.0,22,0.000721649484536,13+ Years,8.160803920954665
Third Party,Car,Private,DFSK,Glory,2023,14700000.0,3500.0,2,0.0002380952380952,0-3 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2005,4400000.0,3500.0,20,0.0007954545454545,13+ Years,8.160803920954665
Third Party,Car,Private,BMW,523i,2006,12800000.0,3500.0,19,0.0002734375,13+ Years,8.160803920954665
Third Party,Car,Private,Peugeot,3008,2011,11500000.0,3500.0,14,0.0003043478260869,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R Stingray,2015,5680000.0,3500.0,10,0.0006161971830985,8-12 Years,8.160803920954665
Third Party,Car,Private,Tata,Nano,2016,1850000.0,3500.0,9,0.0018918918918918,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2010,5825000.0,3500.0,15,0.0006008583690987,13+ Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2021,5350000.0,3500.0,4,0.0006542056074766,4-7 Years,8.160803920954665
Third Party,Car,Private,Audi,A3,2017,14000000.0,3500.0,8,0.00025,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Montero,2001,15000000.0,3500.0,24,0.0002333333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Mazda,Familia,2001,3750000.0,3500.0,24,0.0009333333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,7250000.0,3500.0,12,0.0004827586206896,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2015,9900000.0,3500.0,10,0.0003535353535353,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2013,12600000.0,3500.0,12,0.0002777777777777,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Dayz,2020,7490000.0,3500.0,5,0.0004672897196261,4-7 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E250,2010,18750000.0,3500.0,15,0.0001866666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2002,5500000.0,3500.0,23,0.0006363636363636,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,S400,2014,55000000.0,3500.0,11,6.363636363636364e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Hyundai,Sonata,2001,2400000.0,3500.0,24,0.0014583333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Land Rover,Range Rover,2017,55000000.0,3500.0,8,6.363636363636364e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Kia,Sportage,2013,12200000.0,3500.0,12,0.0002868852459016,8-12 Years,8.160803920954665
Third Party,Car,Private,Chery,Tiggo,2014,6750000.0,3500.0,11,0.0005185185185185,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Trend,2009,1790008.0,3500.0,16,0.0019552985238054,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2016,15500000.0,3500.0,9,0.0002258064516129,8-12 Years,8.160803920954665
Third Party,Car,Private,Land Rover,Defender,1979,17500000.0,3500.0,46,0.0002,13+ Years,8.160803920954665
Third Party,Car,Private,Micro,BAIC,2018,5850000.0,3500.0,7,0.0005982905982905,4-7 Years,8.160803920954665
Third Party,Car,Private,Kia,Sportage,2010,10300000.0,3500.0,15,0.0003398058252427,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2004,1775000.0,3500.0,21,0.0019718309859154,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2013,7800000.0,3500.0,12,0.0004487179487179,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Hustler,2016,5950000.0,3500.0,9,0.0005882352941176,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2008,2450000.0,3500.0,17,0.0014285714285714,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,A8,2015,35000000.0,3500.0,10,0.0001,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2011,9000000.0,3500.0,14,0.0003888888888888,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1999,2975000.0,3500.0,26,0.0011764705882352,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1997,3000000.0,3500.0,28,0.0011666666666666,13+ Years,8.160803920954665
